FEN,Score
1R3r2/8/2kb4/8/PP6/4PP1K/2P5/8 w - - 49 176,+815
8/p5r1/2P5/P3B3/N4k2/3P4/1P2P3/3K4 b - - 9 92,-286
8/8/1P6/2K5/4R3/3q4/8/2k5 b - - 5 211,+13
8/1p2N3/3k1rp1/1Bnr1p2/b2PPP2/4B3/PPPK2PP/1R4R1 b - - 13 59,-320
1rbnkb1r/ppp2ppp/3p1p1n/8/7P/7R/PPPPPPP1/R1BQKBN1 w Qk - 0 8,+853
1Q6/7K/k7/8/8/1p6/8/8 b - - 4 134,-7
4q3/1p3k2/5pp1/2PNp2p/4PR2/P2P2K1/1P4P1/1R2NB2 b - - 12 54,-818
8/7P/2k5/8/8/6K1/8/8 b - - 6 271,-13
k4N2/7K/8/P7/7p/1P5P/8/8 w - - 1 179,+30
1rbq3k/2np4/pp1p4/1P1p1p1p/P2P1b1P/2P4P/4PP2/R1B1KBR1 b - - 4 47,+568
8/3P1k2/P7/2P2P2/4P2p/7P/4K3/8 b - - 0 155,-6
8/7k/P7/8/1PP3PP/8/6K1/8 w - - 13 130,+9
8/5k2/8/1K6/2R5/P1PP2P1/1P6/5B2 w - - 5 137,+8
8/pr1kpp2/2pp2p1/8/1B1q2nN/1PP1b3/P2P2PP/R4K1R w - - 0 41,+420
8/7k/2bp2p1/3P4/5r2/8/3K4/b7 w - - 8 110,-1307
4R2q/1k6/8/4R3/8/2P1PPPP/PP6/1BB1K3 w - - 3 95,+6
5K2/8/P7/5k2/8/8/8/8 w - - 23 254,+13
5R2/2pk1p2/8/P1Rr3p/5P1P/5n2/1b2P1B1/5K2 b - - 2 79,-1
k7/p2Rb2n/8/4p3/8/rP2B2P/P2RP2K/3N4 b - - 27 111,-1184
rnqk1bnN/p1p1pp2/1B1p4/7p/8/1P5b/P1PPPPPP/RN1QKB1R b KQ - 0 8,-781
r1bqkb2/pppppr1p/2n3p1/5n2/8/N1P1P2N/PP1P1PPP/R1B1KB1R w KQq - 0 8,-884
1r1qk3/p1ppppb1/np3npr/1N5p/4P1PP/8/PPPPNPR1/R1B1KQ2 b Q - 8 13,+105
1N6/k3p3/4b3/5K1P/p2P3B/P1P5/R1P5/8 w - - 14 92,+7
k7/2q5/3p4/3P4/6B1/1b6/6K1/8 b - - 17 142,+1320
8/3p1q2/3n1p2/7P/2P2k2/5P2/R2P4/2B1KN2 b - - 13 75,+249
8/3K4/8/R2P4/4P3/8/4k3/8 b - - 12 185,-12
2Q5/6K1/7r/8/8/8/3k4/8 b - - 1 194,-250
8/4k3/1K6/6r1/8/8/8/2q5 b - - 7 227,+3
3k4/4R3/6P1/1p4P1/8/PP6/7K/8 b - - 6 143,-1327
5R2/8/2k5/1p2P3/p2P4/PP6/7P/7K b - - 1 90,-1150
1B5K/8/8/8/P7/Pk2PP2/8/4R3 b - - 3 86,-10
r1bk1b1R/pp2pp2/2np4/8/1P5P/Q1P1nP2/1R1PP1P1/1NB1KB2 b - - 0 31,-1290
r1b1k1r1/pppqpp2/4nbpN/7p/2Pn4/N3P3/PP1P1PPP/R1BQ2KR b - - 7 18,+672
7R/4ppkp/pp6/8/n2q2PP/7N/2PPP3/1N1QK3 b - - 0 59,-424
5k2/2q1N3/8/2Pn4/3P4/8/K7/8 w - - 6 144,-1146
5q2/5k2/R7/1P3P2/b2P3p/2P2K1P/4P3/8 w - - 5 101,-166
r1bqkb1r/pp2pppp/n2p1n2/2p3N1/3P4/P5P1/1PP1PP1P/RNBQKB1R b KQkq - 0 5,+58
1R6/4B3/pp5k/1P1p1p1p/P2P3P/2P4P/2K1PP2/3R1B2 b - - 2 77,-7
7k/1N6/2K5/q1Pn4/3P4/8/8/8 w - - 26 154,+1090
6k1/8/K7/3P4/1P6/P1P4B/8/8 w - - 5 179,+9
r3kbr1/1b3npp/pp1p4/2n1pB2/8/P5P1/RP1PPP1P/1NB1K1R1 w - - 3 24,-414
1B6/1k6/8/8/R7/P3P3/3K4/8 b - - 2 126,-1320
8/P7/3r4/3k4/8/2P3K1/8/8 b - - 6 167,+552
1r6/p2pk3/1p4rp/1KR3n1/4P1q1/7P/PPPP4/R1B5 b - - 1 60,+3
8/2q2k2/p7/P3K3/8/8/8/8 w - - 22 181,-11
8/P7/8/4K2k/2P1P3/3P3P/8/8 w - - 6 184,+4
8/2k5/2P3P1/3n4/1K6/P4B1P/2P2P2/2R5 w - - 7 98,+6
3k4/8/4K3/8/p7/8/8/8 w - - 54 187,-1124
4k3/1P6/8/1P2B3/5P1P/7P/4P3/1K6 b - - 0 157,-5
1K6/8/8/1P4k1/8/2P2P2/8/8 b - - 3 214,-1327
2q1r3/B7/kp5p/6N1/bP1P4/5P2/2P1P2P/1Q2K1R1 w - - 7 66,+799
8/7k/1p6/1P6/P2P3P/7P/1K2PP2/1R6 b - - 13 124,-11
2n5/4pp2/4R2p/p3k3/6PP/3P3N/3PP3/1N1QK3 b - - 1 74,-1327
1k6/2r2p1r/8/p7/1P4P1/PRb3KB/4bP1P/8 w - - 2 69,-743
2qk1br1/1pp2ppp/4p3/3p4/8/1P1K1P1P/R1PP2PR/2BQ1BN1 w - - 0 18,+1141
6R1/8/8/5P1K/5b1P/1k6/4B1PR/8 b - - 0 134,-1320
5r2/2p2p1p/8/B7/1P4Pk/2NBP3/P1PP1P1P/R3K2R w KQ - 7 51,+1327
3N1KB1/8/5k2/8/8/5P2/2R2P2/7R w - - 9 154,+3
8/8/P7/8/1PPk2PP/7K/8/8 b - - 4 125,-10
rnbqkb1r/1ppp1p1p/p3Np2/5n2/N7/4P3/PPPP1PPP/R1B1KB1R w KQq - 0 10,-353
3N2r1/p3p3/2p5/2Pn1kr1/3b1P2/N2K1R1q/PP4P1/R1B5 b - - 4 69,+9
5b1r/4R1p1/3pn1k1/7p/3PP2P/3KBP2/PP6/RN6 b - - 0 49,-533
1R4r1/3p2kp/n6n/7P/1b6/4P3/PPPP1PP1/RNB1K3 b Q - 0 23,-382
2r5/8/5P2/k2p3p/1p1P1PrP/4P3/B5RN/K5R1 b - - 15 109,-1111
qr1kr3/p2p2p1/npp1pp2/1b3nN1/4PPP1/1P1B3N/1bPP3P/R1BK3R b - - 10 26,+1186
4N3/8/1k6/2b3P1/B1P5/8/3P4/RK6 b - - 9 138,-1172
4B2k/7p/8/1p2r3/pP1Pb1P1/5P2/P1PP4/2K1R3 b - - 2 64,-1078
7q/5R2/p4p1k/P4K2/3p4/8/8/8 w - - 3 141,-1192
8/8/3P4/8/K2k4/8/8/8 b - - 2 254,-16
5k2/8/RN6/8/6K1/1p6/1P6/8 b - - 40 102,-9
5r2/3pp2k/1b6/p6p/PBn3PP/4P3/1PP2P2/1R2K2R b - - 0 59,-159
r1bqkb1r/1pp2ppp/p1n2n2/1N1p4/5p2/4P3/PPPPBPPP/R1BQK2R w KQkq - 0 7,-717
r7/7K/8/p7/8/2k5/2P5/3Q4 w - - 12 141,+1241
r1b1kb1r/p1p1pppp/2pp1n2/2n5/5P2/P1P2N1P/1P1PP1P1/RNB1KB1R b KQkq - 1 8,+643
B7/2K2k2/3P4/8/8/8/8/8 w - - 78 220,+7
5R2/5b1k/1p1P4/8/1P6/2pP1P2/7P/2K2BN1 b - - 8 83,-1327
8/k1p4n/1p1ppp2/7p/P1P2K1P/P1N1P3/4PP1P/1R6 b - - 2 56,-934
5k1B/3p1p2/p1p5/1p4P1/3P4/1KP5/8/4q3 w - - 0 105,-1237
6K1/8/2Q5/8/P7/6k1/8/8 b - - 32 221,-7
q7/8/p4p1k/P7/3p4/8/6K1/8 w - - 8 152,-6
r1bqk1r1/ppp1ppb1/3p1npp/8/3PP3/2NBBP2/PPP1N1PP/R2QK2R b KQq - 2 8,-799
7Q/1p2p1bp/3q2p1/2n1kn2/2P5/7b/PP1PPPPP/1RB1KB1R b - - 4 22,+339
1kN5/8/1n6/6K1/7P/4p3/8/8 b - - 11 177,+1185
8/4b1Rp/p7/8/5P2/5NKP/kr2P1PR/5B2 w - - 0 83,+1320
r2qk2r/pppn1ppp/4p3/8/8/5NP1/P1bPP2P/b3KBR1 w kq - 0 15,-1327
1k2b3/1pr1Qr1p/p2pqppb/1P6/7n/P3P1PP/R1PPBP2/1N2K1R1 w - - 3 29,+996
k7/7p/B6p/4Rnr1/8/1P2P3/1PP2PPP/2N1K2R b K - 0 47,-1327
8/4K3/8/2k5/1p5R/1P6/1P6/8 b - - 60 239,-11
3R4/k1p2p2/8/P2rn2p/2b2P1P/8/1b2P1B1/2R2K2 b - - 0 75,+846
8/6P1/3R4/1k6/5P2/4KB1P/2P5/8 w - - 11 145,+4
2R1k3/8/P1K5/2N5/2P5/4P1P1/R2P3P/8 b - - 6 100,-5
2b3q1/rp1p1pk1/p1Qbp1pr/7p/2P5/P2PP3/NPnN1KPP/1RB2B1R w - - 3 18,+1035
2r5/4p2k/1p3n2/2n3B1/P2K3P/3P1P2/1PP3P1/1R1R4 b - - 5 72,-994
8/8/8/6k1/2P5/7K/8/8 b - - 15 183,0
8/2n4k/p3p1p1/5bPp/8/PK6/7P/8 b - - 10 78,+1201
1r1k4/pp1qpp1p/3p1n1B/8/3P4/PP1Q2Pb/2P1PP1P/RN2KB1R b KQ - 0 19,-1222
7k/8/7K/5b2/P2P4/8/8/8 b - - 4 143,0
8/6k1/1p6/5B1p/PP1P3P/B3K2P/4PP2/3R4 b - - 14 99,-8
r1bqkbnr/ppp2ppp/2n5/4p3/8/8/PP1P1PPP/RrB2KNR w kq - 0 8,-1327
1N2n2k/8/8/6K1/8/p7/8/8 w - - 1 219,-876
8/b2p1N2/r7/7k/8/2P2n1P/5P2/1K6 w - - 1 94,-1070
5K2/6P1/1k2b3/p7/P2P4/2N5/8/R7 w - - 3 133,+1327
4K3/8/2P5/7Q/5p2/8/8/6k1 b - - 2 134,-5
8/6B1/p2k3r/8/2P2P2/3B4/1P1K4/2R5 w - - 39 116,+10
8/8/7P/6p1/1b1p4/1P1P4/2P1K1R1/7k w - - 1 110,+6
4k3/7p/2b2q2/1p2r2P/pP1P2P1/3B1P2/PKPP4/4R3 b - - 3 58,+1241
1K6/8/8/1p4k1/8/8/8/8 w - - 8 156,-12
3r2n1/4p3/1p3Pk1/2n5/P6P/3P1P2/1PPK2P1/1RBR4 b - - 0 69,-1094
8/8/8/7k/1p6/1P6/3K4/8 b - - 1 203,-1009
5q2/2ppk3/8/N3n1r1/3P4/1P2P1P1/P1P2P1P/1K1R3R b - - 2 38,+177
8/pB1r4/6r1/n3k3/8/P1N1PPPb/4KR2/RN6 b - - 2 77,-430
8/4K3/P7/4k3/8/8/8/8 w - - 13 164,+10
2bq2r1/1p1kp1Np/4r1p1/p1p5/1np3B1/4P3/PPPP1PPP/1RBK1R2 w - - 15 32,-234
8/8/8/8/1p5k/1P6/3K4/8 w - - 2 204,+1046
8/3Bpkb1/3pp1p1/p1B3r1/1p5P/3P2p1/P1P1P1K1/2R4R b - - 1 74,-498
5bk1/1p2pqp1/5p2/3p2B1/1nrP1N2/2P5/PP2PPPP/RN1K1BR1 w - - 9 28,+222
r1b2bRr/ppkppp2/2n5/8/1P5P/Q1P1nP2/1R1PP1P1/1NB1KB2 w - - 3 29,+1273
6qk/1pN5/p4pp1/2P1p2p/4P3/P2P1K2/1PN3P1/1R3B1R b - - 3 47,-1020
1rbqk1n1/ppppppr1/3n4/4b2p/PP6/B6P/2PPP1P1/R2QKB1R w K - 2 14,-1240
8/3P1K2/8/4R3/4P3/5k2/8/8 w - - 23 229,+7
3B1K2/8/k7/2P5/p7/P7/2P5/8 w - - 1 169,+9
8/8/8/3p1b2/k2P4/P3P1K1/8/8 b - - 12 147,+1048
8/5P2/4K3/5B2/8/8/8/5k2 b - - 36 229,-6
7r/8/8/1K4k1/8/2p5/8/8 b - - 0 199,+5
1k6/8/8/3K2BP/p2P4/P1P5/R1P1N3/8 w - - 11 105,+5
6R1/4kp1p/3p4/5b2/7r/5P2/3K1P2/8 w - - 14 76,-900
8/3p1rpp/pkr1n2n/3bppP1/1b2P3/3PR2P/PPP2P2/R2KB3 w - - 15 50,-322
1B6/8/p1k3p1/6Pp/7P/3K4/8/3b4 b - - 0 94,+3
7k/1P6/P7/8/6K1/2p5/2P5/8 w - - 4 196,+5
4k3/8/P7/5P1K/4P3/4P3/8/8 b - - 10 161,-8
8/p7/6k1/8/2K5/PPP2b2/2RB4/7B b - - 19 132,-1096
8/3K4/1k6/8/1p6/1P4R1/1P6/8 w - - 75 247,+5
2Q5/4pk2/8/8/3P2pP/8/3nPK2/8 w - - 6 100,+1327
8/8/3k4/8/p7/P7/8/7K w - - 10 240,0
8/1p4k1/p3r3/7K/P4p2/2R5/2P5/8 w - - 4 106,-2
5B1q/3p1p2/p1p3P1/1p1P2k1/8/1KP5/8/8 b - - 10 123,+1281
8/1R2Kp2/5p2/1p2P2k/3q4/1P6/P2P3P/R1B5 w - - 1 96,+165
5k2/8/8/8/2P5/4PP2/1K5R/8 b - - 5 136,-9
6k1/5p2/p1q2p2/1p6/2P1P3/7R/PP1P3P/R1BK4 b - - 3 72,-356
8/5b2/3p2pk/8/5r2/4K3/8/b7 w - - 4 113,-1327
rnbqkbr1/p1pppp1p/B4n2/8/8/pP3PP1/1RPP1P1P/1NBQK1R1 b q - 4 9,+1320
3k4/4bB2/8/6P1/N7/P1P5/3P4/RK6 b - - 2 126,-1267
6b1/p4R1p/8/1kB5/1rpP1NP1/2P2P1n/PK5P/5R2 w - - 20 87,+1158
8/5k2/8/p7/P5r1/1b5K/8/B7 w - - 5 122,0
1B3Q2/4k3/1n6/4b3/2P5/3K3P/8/8 b - - 2 111,-604
8/3p4/6k1/P7/8/2B5/1PPK2PP/8 b - - 6 84,-1327
8/k7/8/1p6/4P2P/1N4P1/PPP2R2/4K3 b - - 8 132,-7
5kq1/1p2bp2/7p/3p2pP/8/RP1RK3/2PP2P1/5B2 w - - 8 60,+1031
8/6N1/1k1b4/6P1/2P5/8/3P4/RK1B4 w - - 4 136,+1281
4k3/8/4R3/K7/2Pb3P/P7/4P3/8 b - - 6 102,-1320
rNb1k1r1/ppqp1ppp/2p5/2B4P/5n2/1P6/P1PPPPPR/R2QKB2 w Q - 1 18,+416
8/4p2n/pp6/n1prN2k/4Pr2/7P/PPPP1PP1/R1B1KR2 b - - 15 39,+43
8/p3k2p/7P/1K1P1b2/2p1NP2/2P5/P5nP/8 b - - 22 124,+857
1rbN1brQ/1p1kp1qp/n5pn/p1p5/2p5/4P3/PPPP1PPP/1RB1KBR1 w - - 5 15,-659
8/rpp3p1/p1k4r/P6p/P3PP2/2P3PP/2R4R/2K5 b - - 6 101,-361
5k2/N7/8/1qP5/3P4/K3n3/8/8 w - - 0 141,+618
8/8/K7/5kr1/8/8/2q5/8 w - - 12 230,-3
rnb2b1r/pp1pp1p1/2p2kp1/5p2/q5n1/1BNP2P1/PPP1PP1P/R1BQ1RK1 w - - 10 16,+645
5K2/P6Q/3k4/8/8/8/8/8 w - - 7 184,+4
8/p4k2/P2R1q2/2K4p/8/8/1P6/8 b - - 31 156,+988
2bK3R/8/7B/3P4/p6k/8/8/7N w - - 30 174,+11
3B1r2/q7/n5p1/p4b1k/2pPP3/P3K3/1PP2PPP/1R6 b - - 16 72,+985
8/5k2/8/3P4/4pK1P/4P3/8/8 b - - 6 123,-1327
1r2q3/p1pp1prk/4p3/1p4p1/4PPPN/8/2PP3K/R1B3Q1 w - - 0 44,+250
8/8/3k4/1K6/8/1R6/8/8 w - - 15 264,+17
6R1/p2bp3/1pp5/3pk3/1P6/3P1P2/P3BK1P/1R6 w - - 4 80,+1086
4r3/3b4/7P/2k5/4P3/8/P4P1K/8 b - - 16 109,+879
2K5/8/6p1/6Pp/7P/5k2/7B/8 w - - 5 165,+1227
4k2B/8/8/p5r1/P7/1b6/7K/8 b - - 12 125,+22
5K2/2R5/8/8/8/2P3k1/8/8 w - - 33 309,+19
4kr2/pN5p/1p1bn2n/8/1BP4P/2RP1P2/PP2P1P1/3QKB2 w - - 8 43,+1327
8/8/8/4k2P/6P1/PP6/1P6/5K2 b - - 0 161,-24
8/8/3k4/8/5p2/5P2/5P1R/7K w - - 5 118,+1320
8/p2p3p/4k3/2r5/2P2P2/2K1P2r/1P6/1RBB1R2 b - - 5 67,-1027
1R6/4pp1p/1p3k2/p5N1/n5PP/5q2/2PPP3/1N1QK3 w - - 2 69,+1327
4N1r1/p1pp3p/b5r1/3n1k2/P6P/2P1PPP1/1P2B3/1RB2K1R w - - 5 34,+924
3k4/1r1N4/8/P7/4P3/2PP4/7K/8 b - - 4 153,+432
5b1N/k4B2/8/8/6P1/K1P5/P2P4/R7 w - - 13 108,+1283
K7/5k2/8/2P5/8/8/8/2B5 b - - 32 137,-12
2k5/p3R3/P7/2NK4/2P5/4P1P1/R2P3P/8 b - - 20 96,-2
8/3k4/8/1P5K/8/8/P7/8 b - - 2 157,-1261
1B4k1/8/5n2/8/8/8/1K4b1/8 w - - 76 211,-1
8/8/2PP4/1P5K/R7/6k1/8/8 b - - 12 241,-6
5Q2/7K/1k6/8/1p6/4n3/8/8 b - - 8 126,-1113
8/2N2k2/8/8/6P1/2P2b2/PB2P3/R3K3 w - - 5 52,+8
8/2k1P3/6K1/8/7p/7P/8/8 w - - 7 220,+12
k7/p7/P3K3/2N3q1/2P5/4P1P1/R2P1R1P/8 b - - 22 85,-409
8/8/2k5/8/3PK3/4N3/8/8 b - - 25 180,-18
7k/8/2n5/2P5/7P/3K2b1/8/8 b - - 2 125,+233
5K2/rpp2n2/8/p7/2k2P2/R1P2R2/1P1P3P/2B5 b - - 10 65,-1055
6B1/3k2K1/R2r4/P7/5P1p/1P5P/8/1b6 b - - 5 149,+529
8/8/5P2/8/1kP3K1/1P6/p7/1B6 w - - 5 154,+10
8/8/8/2P5/3K1k2/p2B4/P2P4/8 b - - 42 143,-16
5b1r/r1p1p1pp/pQ1p1k1n/n7/3Pqp2/1N6/PPP1PPPP/R1B1KB1R b KQ - 5 20,+594
1r6/5N1k/1B4p1/4Pp2/3P1P2/6PP/8/4K3 w - - 10 107,+1013
K7/8/5P2/5k2/2P5/8/8/8 b - - 2 276,-1295
3r2r1/pp3ppp/2qb1k2/3P4/2n1K2P/5PP1/PPP1P1bR/5R2 b - - 3 45,+3
1r3br1/pn2pppp/1p2k3/2n5/2KP4/1PB1PbqP/P1P2P2/RN5R w - - 3 43,-1100
8/5k2/2rR3K/8/8/8/8/8 w - - 8 147,+12
4k3/5Npn/pp1p4/P3p1Pp/4b1PP/5r2/1P1PK3/1RB1n3 b - - 0 62,+4
4k1nr/p3nRpp/1p6/2r5/2P1N2P/b2P1P2/PP1BP1P1/1R1QKB2 w - - 3 37,+1327
6k1/8/2K5/8/3P4/8/7B/8 w - - 23 168,+11
1rbqkbnr/pp1pp1p1/n7/2p2P1p/3P4/2PB1N2/PP3PPP/RNBQK2R b KQk - 1 6,-509
1rb1k2r/pp1pppbp/n1p2n2/q5p1/4N3/R6N/1PPPPPPP/2BQKBR1 w k - 0 8,+980
2rk1n1B/pp2p3/2p5/3p4/1P1KP3/3P1P1b/P6P/R1N2B1R b - - 22 48,-871
8/8/8/8/3q4/5k2/2K5/6r1 b - - 41 244,+3
4k1K1/8/1p6/3P4/4P3/P1P3P1/3R1P2/8 w - - 7 115,+7
8/8/1k5P/8/P4K2/8/8/5R2 w - - 23 213,+6
7B/1n1p4/p3r3/1P4k1/P5P1/1RP4K/3PP3/5B1N w - - 17 85,+1248
2R5/3krp1p/3pbb1K/6r1/3P4/5P1P/5P2/6NR w - - 13 60,-963
8/4R3/pp4k1/1P1p1p1p/P2P3P/B1P4P/2K1PP2/3R1B2 b - - 10 81,-6
rnbqkbn1/pppppp1p/6r1/8/6pP/5PP1/PPPPP3/RNBQKBNR w Qq - 1 7,-15
8/1P4K1/8/8/8/3k4/7R/8 w - - 15 258,+6
r1bb1k2/ppp4p/3p4/6P1/7P/1P6/2PPPP2/1Q2KBR1 b - - 0 25,-1112
3r4/8/8/1p4k1/1K6/2p5/8/8 w - - 0 197,-1307
2K3k1/p7/P7/4q2p/8/2P5/1P6/R7 b - - 5 140,+736
6Q1/5p2/1p1k4/p4P2/3P4/4P3/PPK4P/R1B3n1 w - - 1 56,+1327
rnb1qrk1/p1pppp1p/1p4pQ/8/3PP3/2N2N2/PPP2PPP/R3KB1R b KQ - 0 7,-814
rnbqkb1r/ppppp3/6pn/5p1p/5PP1/4P3/PPPP3P/RNBQKBNR b KQkq - 0 6,+207
5k2/8/P7/5PK1/4P3/4P3/8/8 b - - 0 156,-8
k7/p7/P5p1/8/2P1N3/4PqP1/3P3P/R1K2R2 b - - 1 65,-47
8/1K5p/3Pk1nP/8/5P2/2P4b/P7/8 b - - 8 145,+900
r1b2kn1/pp1ppp1r/2p4p/1q6/8/2b1PP2/PPPP2PP/RNB1KB1R b KQ - 2 20,+980
r7/1pp3p1/p1k2r2/P6p/P3PP2/2P3PP/6R1/2K4R b - - 10 103,-303
6k1/4K3/2b1P3/7p/P5P1/8/8/8 w - - 1 108,0
7k/8/6B1/5P1P/4P3/8/8/2K5 w - - 19 154,+5
1k4q1/p7/6p1/P4B2/2P3b1/4PPP1/3P3P/RN1K3R w - - 7 55,+1294
8/2N5/3b4/2k3P1/B1P5/3K4/3P4/R7 w - - 20 144,+10
4R3/3K3k/8/3P2B1/8/p7/8/7N w - - 6 179,+12
2B5/6K1/1P6/R7/8/8/8/6k1 w - - 9 181,+4
8/8/5k2/2N5/4K3/1p6/1P1R4/8 b - - 6 85,-8
8/7R/3k1K2/P7/8/8/8/8 w - - 43 238,+7
rnbqkb1r/ppppp2p/5p2/2N3p1/1B6/3Pn3/PPP1PPPP/R2QKBNR b KQkq - 1 7,+889
5k2/1P6/8/6R1/b3K3/2P4P/4P3/8 b - - 0 138,-1320
2k5/8/8/P7/2P1K3/6N1/8/B7 b - - 8 94,-14
6r1/p1ppqprk/5P2/1p4p1/5PP1/5K2/2PP4/2R5 w - - 16 76,-920
kq6/8/3p2p1/8/b1P2P1P/3P1P1K/8/8 w - - 9 97,-1207
1Rb5/8/8/3p4/3P4/4P3/P2k1K2/8 w - - 22 116,+9
7k/8/5K2/P4P2/3P3P/1P6/2P5/8 w - - 1 179,+6
2b4k/p3pp2/B1p3P1/8/3r2n1/2P1P3/PB1R2Pr/2K3R1 w - - 5 43,+855
8/1P3K2/8/4R3/8/3k4/8/1q6 w - - 15 244,-155
3r4/rppb2p1/p2k4/P6p/P3PP2/R1P3PP/4P3/4K1R1 w - - 5 84,-211
8/p1p1p1kN/3q4/3P4/4BrPr/2P1P1P1/PP2K3/R7 b - - 19 76,+5
4k3/8/8/8/8/N7/3B1K2/8 b - - 44 212,-106
2K3k1/2P5/P7/8/1P6/8/8/8 w - - 1 146,+7
4Bbr1/3rp1pp/R2pnk2/8/3PP2P/4BPn1/PP6/RN1K4 w - - 11 39,+1142
7R/q2k4/1p6/1P3P1p/b2P4/2P1K2P/4P3/8 b - - 5 90,+659
8/7k/6n1/8/3P4/8/2K5/8 b - - 23 191,0
8/6K1/8/6Q1/8/8/2kB4/7r w - - 4 186,+1267
4K3/6k1/8/8/5P2/8/8/8 w - - 27 159,+20
7N/k5b1/8/8/2B3P1/1KP5/P2P4/R7 b - - 16 109,-1281
r4k2/1b1p1p1p/1p2qB2/pP1P1P2/P7/7P/2P1P3/5K2 w - - 4 66,-620
B2r1kr1/p1ppnppp/3b4/4p3/4P2q/P2P1PP1/1PP1R2P/RNBQ3K b - - 2 19,-314
7B/8/4R3/1p5k/2P5/PP1nP3/3P4/RK6 b - - 4 69,-1327
1rb1qr2/pppppp1k/1b4p1/8/5PP1/5B2/n1PPP3/RNBQK3 w Q - 2 23,-359
6K1/8/8/1P2R3/k7/4PP2/2P5/8 b - - 9 206,-1327
6B1/1p4p1/3rpk2/3p2q1/K1P5/P3b1P1/1P2RP1P/7R b - - 3 64,+1005
1B5k/p7/8/K7/8/PPP2b2/8/1R5B w - - 0 123,+10
7k/8/8/1N6/7P/K7/8/8 w - - 2 226,+1189
1r1q1k2/N1ppppb1/1p3npr/2n4p/4P1PP/6R1/PPPPNP2/R1B1KQ2 b Q - 0 15,+145
8/pB2R1p1/1p6/kP5r/P7/4b3/3P4/1nK5 b - - 10 91,+515
8/8/6K1/2k2P2/5b1P/1R6/4B1P1/R7 w - - 15 142,+8
4K3/6k1/P7/3P4/1PB5/2P5/8/8 w - - 45 212,+8
8/6R1/3K4/Q7/7k/8/8/8 w - - 43 284,+2
7k/8/3B4/8/P2K4/8/8/8 b - - 58 289,-10
8/3k4/1P5R/8/P5P1/1K6/8/4B3 b - - 22 193,-5
8/4k3/1P6/K7/P7/8/8/8 b - - 0 255,-13
5k2/8/P7/3P1PKP/2P5/1P6/8/8 b - - 10 201,-7
8/8/1k3K2/8/4P3/2p5/2P5/2b5 b - - 1 158,+593
3k4/8/3B4/K7/8/4P3/8/8 b - - 28 239,-1203
8/8/3R4/3p1b2/3P4/4P3/P2k1K2/8 w - - 18 114,+1281
1r2k3/ppp1pp2/3QbNp1/4b1n1/q1P5/N3PnP1/PP1P1P1P/1RB2K1R b - - 10 29,+771
8/4r2p/8/2k5/8/8/3K4/8 w - - 27 192,-8
8/3K4/8/4P2k/8/8/8/8 b - - 22 274,-10
1B6/5k2/2P5/8/6K1/8/8/8 w - - 0 268,+6
8/k7/8/8/3p1K2/8/B7/8 b - - 19 191,0
7R/8/7P/7k/8/P7/7K/8 w - - 18 198,+8
2q3r1/1p3p1N/3k2p1/2nr4/b2PPPN1/4B3/PPP3PP/1R2KBR1 b - - 0 48,-25
4k3/8/P4K2/7b/7B/8/8/8 w - - 13 169,0
4r3/p1kpp2R/8/P2P3r/5n2/b4K2/1PPP1PPP/2B3R1 w - - 3 44,+701
r1bqkbnr/p1pppppp/1pn5/8/5P2/2N1P3/PPPP2PP/R1BQKBNR b KQkq - 2 3,+3
8/p1P1p3/6k1/8/PP2K1P1/4P2r/Bq1R4/7r w - - 5 122,+41
2k5/8/P4P2/8/8/3K4/8/8 w - - 21 186,+6
1r1k1br1/pppb1ppp/5p1n/3R4/1nP4P/3P3N/PP1BPPP1/R2QKB2 b Q - 2 22,-892
8/8/8/5k2/1p6/1P6/8/5K2 b - - 47 226,0
5Nk1/8/8/8/7P/1K6/8/8 w - - 12 231,+781
8/3pkp1p/1p6/pP1qBP1P/8/4P3/r7/5K2 b - - 0 84,+1
r1b1qbn1/2pp4/Bp6/p4prk/8/3PP1PP/PPP5/RNBK3R b - - 2 31,+781
r1bk4/p2pr1pp/p3p2n/2n2p2/5b2/4P2P/PPPP1PP1/RNB1K2R b - - 8 21,+984
r7/ppp3p1/3k2q1/8/1b1P2Pp/PP2PK2/N1P2P2/R4R2 b - - 12 58,+4
8/8/3k1K2/P6R/8/8/8/8 w - - 61 247,+7
3n4/2kr1p2/4p2B/p1p3p1/P7/1PbP4/R5PP/6KR b - - 4 76,+44
1R6/8/7P/8/3k4/P5P1/8/6K1 w - - 0 178,+7
8/6k1/8/1KR5/2p5/P1PP2P1/1P6/5B2 w - - 22 134,+11
8/6N1/1k1b4/6P1/2P5/1B6/3P4/RK6 b - - 5 136,-1246
4K3/7k/5P2/4P3/2P5/8/8/8 w - - 1 273,+7
3q2n1/p1pB2pr/1p4np/3k4/7b/6P1/PPPP1P1P/RNBK2R1 w - - 3 24,-205
6B1/8/4P3/8/6K1/k7/8/8 w - - 27 221,+8
8/3k2K1/8/2P1P3/3B4/8/8/8 w - - 31 302,+10
3B2r1/8/2p4p/8/1P2B1k1/2N1P3/P1PPKP1P/R6R w - - 0 64,+3
1r6/ppp3p1/3k2q1/8/1b1P2P1/PP2PK1p/N1P2P2/R4R2 b - - 7 62,+1188
